,image,caption
35613,390360326_26f5936189,A dog with a frisbie in his mouth is running in a snowy field .
35614,390360326_26f5936189,Tan dog with a toy running in the snow .
35615,390671130_09fdccd52f,A black and white dog stands on the grass with a baseball in his mouth
35616,390671130_09fdccd52f,A closeup of a small black and white dog with a baseball in its mouth .
35617,390671130_09fdccd52f,Black and white dog holding a baseball in mouth .
35618,390671130_09fdccd52f,"Brown and white dog with baseball in mouth , field and building ."
35619,390671130_09fdccd52f,brown and white dog with a baseball in its mouth .
35620,390986651_c801db91a0,A person peaks their head out of a tent set up in a snowy field .
35621,390986651_c801db91a0,A woman emerges from her snow covered tent .
35622,390986651_c801db91a0,a woman sticking her head out of her tent on the side of a snowy moutnain .
35623,390986651_c801db91a0,A woman wearing glasses and a hat pokes her head through the door of a tent on a snowy day .
35624,390986651_c801db91a0,The camper opens up to see snow all around .
35625,390987167_2d5905b459,A hiker moves up a snowy mountain .
35626,390987167_2d5905b459,A woman in a tank and sunglasses climbs a sunny but snow-covered slope .
35627,390987167_2d5905b459,A woman wearing a black hat and white sunglasses walks up a snowy and steep path .
35628,390987167_2d5905b459,A woman wearing short sleeves and sunglasses is backpacking up a snowy mountain cliff .
35629,390987167_2d5905b459,Woman climbing a snow covered mountain looking at people behind her .
35630,390992102_67fa31b22f,A hiker climbs a mountain on a windy day .
35631,390992102_67fa31b22f,a man walking up a mountain with snow on the surface
35632,390992102_67fa31b22f,A person hikes across a grass and snow covered plain
35633,390992102_67fa31b22f,Person walking across a snow covered mountain .
35634,390992102_67fa31b22f,The man carries a large backpack while hiking through snow-covered terrain .
35635,390992388_d74daee638,A girl treks through the snow with her backpack on .
35636,390992388_d74daee638,A hiker is climbing up a snowy mountain .
35637,390992388_d74daee638,A hiker using hiking poles on a snowy mountain .
35638,390992388_d74daee638,Someone hikes through a snowy mountain range
35639,390992388_d74daee638,The woman is hiking up a snowy hill .
35640,391020801_aaaae1e42b,A man gesticulates .
35641,391020801_aaaae1e42b,A man in a white shirt holding both hands out .
35642,391020801_aaaae1e42b,An elderly male wearing a white Wal Mart smock with his arms and hand extended in front of him .
35643,391020801_aaaae1e42b,A old man in a Wall Mart unifrom holds his arms out to the camera .
35644,391020801_aaaae1e42b,a walmart worker wearing a white coat .
35645,391106734_d374bc3080,A brown and white dog is standing on its hind legs reaching for a ball .
35646,391106734_d374bc3080,A dog jumps to meet a soccer ball flying towards it .
35647,391106734_d374bc3080,A dog stands on one leg and tries to get a soccer ball .
35648,391106734_d374bc3080,Black and white dog jumps for ball .
35649,391106734_d374bc3080,The brown and white dog is jumping up in an attempt to catch a ball .
35650,391324644_d23fdf06cb,A guy on inline skates with a white hat is on a yellow rail .
35651,391324644_d23fdf06cb,a male skater is riding a yellow rail
35652,391324644_d23fdf06cb,A man Rollerblades across a yellow pole at night .
35653,391324644_d23fdf06cb,An inline skater boy balances on a yellow rail .
35654,391324644_d23fdf06cb,A skater does a trick on a yellow handrail .
35655,391579205_c8373b5411,A dog jumping up to touch a woman 's hand .
35656,391579205_c8373b5411,a dog jumps to an elderly woman .
35657,391579205_c8373b5411,An airborne dog on a leash with a woman .
35658,391579205_c8373b5411,The small dog is leaping in the air toward the woman 's hand .
35659,391579205_c8373b5411,The woman in the blue sweater encourages the dog to jump in the air .
35660,391723162_3bdeb7ea33,a black dog digging through the snow .
35661,391723162_3bdeb7ea33,A black dog digs in the snow .
35662,391723162_3bdeb7ea33,A large black dog is digging in the deep snow .
35663,391723162_3bdeb7ea33,A small black and brown dog is standing in the snow .
35664,391723162_3bdeb7ea33,Black dog digging in white snow .
35665,392467282_00bb22e201,two big brown dogs running through the snow .
35666,392467282_00bb22e201,Two brown dogs are running over snow in a line .
35667,392467282_00bb22e201,Two brown dogs walking through snow .
35668,392467282_00bb22e201,two dogs running in the snow
35669,392467282_00bb22e201,Two weimaraners running in the snow .
35670,392976422_c8d0514bc3,a boy in a blue shirt is walking along a tan and blue wall
35671,392976422_c8d0514bc3,A boy in stripes walking along a ledge .
35672,392976422_c8d0514bc3,a boy scales the wall .
35673,392976422_c8d0514bc3,A child in a striped shirt is walking along a wall .
35674,392976422_c8d0514bc3,Boy in striped t-shirt walking along a ledge .
35675,393284934_d38e1cd6fe,"A black and white dog , with a red cap on its head , yawning ."
35676,393284934_d38e1cd6fe,A dog that is wearing a red cap is standing by a guitar with its mouth wide open .
35677,393284934_d38e1cd6fe,A dog wearing a hat stretches open its mouth .
35678,393284934_d38e1cd6fe,A dog wearing a red hat opens its mouth wide .
35679,393284934_d38e1cd6fe,"The dog is wearing a red baseball cap , and has its mouth wide open ."
35680,393810324_1c33760a95,A large black dog and a small brown dog are playing in the house .
35681,393810324_1c33760a95,A large black dog has his paw on a small brown dog .
35682,393810324_1c33760a95,A large black dog relaxes while a small brown dog investigates nearby a doorway .
35683,393810324_1c33760a95,two dogs play together .
35684,393810324_1c33760a95,"Two dogs tussling on a dog bed , with a french door and a Persian rug in the background ."
35685,393958545_48c17c66d1,A black lab is running in a race .
35686,393958545_48c17c66d1,A shiny black dog runs on the grass during a bright and sunny day .
35687,393958545_48c17c66d1,"The big , black , running dog is wearing a strap around its chest ."
35688,393958545_48c17c66d1,The black dog is running through the clearing .
35689,393958545_48c17c66d1,The large black dog is running through a grassy area .
35690,393987665_91d28f0ed0,A woman at an outdoor food stand .
35691,393987665_91d28f0ed0,A woman makes a purchase at an outdoor vendor .
35692,393987665_91d28f0ed0,The woman in the red jacket looks as if she was buying something from the open air vendor .
35693,393987665_91d28f0ed0,The woman is purchasing a product
35694,393987665_91d28f0ed0,Woman in red coat buying something from a street vendor .
35695,394136487_4fc531b33a,A firefighter preparing to put a car fire out .
35696,394136487_4fc531b33a,A firefighter responding to a car fire .
35697,394136487_4fc531b33a,A fireman pulling out a firehose next to a blue car engulfed in flames .
35698,394136487_4fc531b33a,The firefighter has a hose ready to tackle a car fire .
35699,394136487_4fc531b33a,The fireman is pulling the hose to a car fire .
35700,394161692_2576920777,A couple shopping for plants and flowers .
35701,394161692_2576920777,Man in brown jacket with his arm around person in black jacket at flower shop
35702,394161692_2576920777,People are waiting outside a lawn and garden seller .
35703,394161692_2576920777,The man has his arm around the woman in a flower market .
35704,394161692_2576920777,The man has his arm on the woman as they shop in an outdoor market .
35705,394463341_5311c53783,a dog on a leash jumps over a stone wall .
35706,394463341_5311c53783,A dog on a leash tries to get over a rock wall .
35707,394463341_5311c53783,A dog owner watches their dog climb over the rocky outline of a walking path .
35708,394463341_5311c53783,Dog on a red leash with a woman .
35709,394463341_5311c53783,Grey and white dog with red harness and leash going over a stone wall .
35710,394563330_68b566368c,A Chinese Dragon at a
35711,394563330_68b566368c,A man stands between two flags and behind another man carrying a dragon mask .
35712,394563330_68b566368c,An Asian man is carrying a green flag whilst leading a carnival dragon in a parade .
35713,394563330_68b566368c,An elderly Asian man is bearing a green flag in a dragon parade .
35714,394563330_68b566368c,Asian woman holding flag with costume dragon in the background
35715,395461421_c586b136de,A group of teenage boys on a road jumping joyfully .
35716,395461421_c586b136de,Four boys running and jumping .
35717,395461421_c586b136de,Four kids jumping on the street with a blue car in the back .
35718,395461421_c586b136de,Four young men are running on a street and jumping for joy .
35719,395461421_c586b136de,sveral young man jumping down the street
35720,396179143_e1511336e1,A golden retriever on a leash moves through snow .
35721,396179143_e1511336e1,A large golden retriever on a leash standing in the snow .
35722,396179143_e1511336e1,A tan dog on a leash walks in the snow .
35723,396179143_e1511336e1,Tan dog on lead standing on surface covered with white snow .
35724,396179143_e1511336e1,The small dog on the leash is walking through the snow .
35725,396360611_941e5849a3,a man stands alone on the rocks .
35726,396360611_941e5849a3,A man stands on a rocky cliff overlooking a body of water .
35727,396360611_941e5849a3,A person is standing on jagged rocks above the water below .
35728,396360611_941e5849a3,A person with a backpack stands on a rocky bank beside a body of water .
35729,396360611_941e5849a3,Person standing on rocky edge of water with hilly land in background .
35730,396763804_3b7f1e12a8,A black and white dog is running through the sand on a beach .
35731,396763804_3b7f1e12a8,A brown dog with white paws running on the beach .
35732,396763804_3b7f1e12a8,There are two dogs running on the beach outside .
35733,396763804_3b7f1e12a8,Two dogs are playing on the beach together .
35734,396763804_3b7f1e12a8,Two dogs run along a beach .
35735,397286183_745abbf40d,A man in a blue jacket widely opens his big blue eyes as a man behind him closes his eyes as he covers his mouth .
35736,397286183_745abbf40d,A man wearing a blue jacket looks at the camera .
35737,397286183_745abbf40d,A startled man wearing a blue jacket is looking at the camera .
35738,397286183_745abbf40d,A wide eyed guy in a blue jacket is holding a beer and standing next to a guy holding his nose .
35739,397286183_745abbf40d,Man in blue is posing for the camera .
35740,397451339_76a84bd310,A girl is standing and another one is sitting by a tree
35741,397451339_76a84bd310,One girl sitting down reading and another girl standing in front of her .
35742,397451339_76a84bd310,one girl sitting on a nech near a tree while another stands next to her on the sidewalk .
35743,397451339_76a84bd310,Two people on a street ; one sitting on the planter surrounding a tree .
35744,397451339_76a84bd310,"Two women , one sitting and one standing , near a tree ."
35745,397547349_1fd14b95af,A man walking a small white and a big white dog on leashes .
35746,397547349_1fd14b95af,A man walking down a sidewalk with 2 dogs on leashes .
35747,397547349_1fd14b95af,A man walking two dogs down a street .
35748,397547349_1fd14b95af,A man walks two dogs in the city .
35749,397547349_1fd14b95af,a man walks two dogs on leashes down the street
35750,397601572_9587a39291,The back of two men 's heads riding on a train .
35751,397601572_9587a39291,The backs of the heads of two men that are plugging their ears while riding the subway .
